tournament,men_women,match_date,player_1,player_1_odds,player_2,player_2_odds
Australian Open 2018,Women,2018-01-21,Anett Kontaveit,1.77,Carla Suarez Navarro,2.24
Australian Open 2018,Women,2018-01-21,Caroline Wozniacki,1.21,Magdalena Rybarikova,5.3999999999999995
Australian Open 2018,Women,2018-01-22,Caroline Garcia,2.64,Madison Keys,1.5899999999999999
Australian Open 2018,Women,2018-01-22,Naomi Osaka,2.66,Simona Halep,1.58
Australian Open 2018,Women,2018-01-22,Barbora Strycova,4.1,Karolina Pliskova,1.31
Australian Open 2018,Women,2018-01-22,Angelique Kerber,1.09,Su Wei Hsieh,10.5
Australian Open 2018,Women,2018-01-23,Carla Suarez Navarro,5.8,Caroline Wozniacki,1.19
Australian Open 2018,Women,2018-01-23,Elina Svitolina,1.26,Elise Mertens,4.5
Australian Open 2018,Women,2018-01-24,Angelique Kerber,1.72,Madison Keys,2.32
Australian Open 2018,Women,2018-01-24,Karolina Pliskova,2.3,Simona Halep,1.75
Australian Open 2018,Women,2018-01-25,Caroline Wozniacki,1.43,Elise Mertens,3.25
Australian Open 2018,Women,2018-01-25,Angelique Kerber,1.77,Simona Halep,2.26
Australian Open 2018,Women,2018-01-27,Caroline Wozniacki,2.3,Simona Halep,1.75
